config,res,time,Y_Wscale,Y_Pscale,Y_EVI
ALPS,_54km,2012-06-10 17:00:00,0.23471802740805559,0.10412272242842846,-0.09295798109689013
DEFAULT,_54km,2012-06-10 17:00:00,0.26159908384444197,0.09662408414395,-0.09424193438265399
ALPS,_54km,2012-06-10 18:00:00,0.11579077992551731,0.053088611457780224,-0.040963737342074945
DEFAULT,_54km,2012-06-10 18:00:00,0.12780437029169806,0.047415372799164815,-0.037264258571227185
ALPS,_54km,2012-06-10 19:00:00,0.007027405552826599,0.0017612854996991226,-0.0009909614152501095
DEFAULT,_54km,2012-06-10 19:00:00,0.0069570951723574815,0.001549211890667951,-0.0011339262662050352
ALPS,_54km,2012-06-10 20:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-06-10 20:00:00,0.0,0.0,0.0
ALPS,_54km,2012-06-10 21:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-06-10 21:00:00,0.0,0.0,0.0
ALPS,_54km,2012-06-10 22:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-06-10 22:00:00,0.0,0.0,0.0
ALPS,_54km,2012-06-10 23:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-06-10 23:00:00,0.0,0.0,0.0
ALPS,_54km,2012-07-15 00:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-07-15 00:00:00,0.0,0.0,0.0
ALPS,_54km,2012-07-15 01:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-07-15 01:00:00,0.0,0.0,0.0
ALPS,_54km,2012-07-15 02:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-07-15 02:00:00,0.0,0.0,0.0
ALPS,_54km,2012-07-15 03:00:00,0.0,0.0,0.0
DEFAULT,_54km,2012-07-15 03:00:00,0.0,0.0,0.0
ALPS,_54km,2012-07-15 04:00:00,-0.016159854614734653,0.006743697072348387,-0.012208888237417588
DEFAULT,_54km,2012-07-15 04:00:00,-0.016017804580370675,0.00628575776761933,-0.01575066504911554
ALPS,_54km,2012-07-15 05:00:00,-0.11231307265207682,0.05467713589637473,-0.07638680662208791
DEFAULT,_54km,2012-07-15 05:00:00,-0.11916035286555497,0.04501756889160073,-0.0839516764049879
ALPS,_54km,2012-07-15 06:00:00,-0.1543439925103577,0.10767631064508974,-0.11972851153033816
DEFAULT,_54km,2012-07-15 06:00:00,-0.17699164958470084,0.08438998902036347,-0.11921768962241422
ALPS,_54km,2012-07-15 07:00:00,-0.2100109098301014,0.1388734981311815,-0.16984909657736674
DEFAULT,_54km,2012-07-15 07:00:00,-0.2438643366393011,0.10690738743802838,-0.1612372315184787
ALPS,_54km,2012-07-15 08:00:00,-0.18190547405472524,0.1826171052695336,-0.19353005841575
DEFAULT,_54km,2012-07-15 08:00:00,-0.22908079778570017,0.14333000992924447,-0.1802776157422593
ALPS,_54km,2012-07-15 09:00:00,-0.1912128054799609,0.2008311802469963,-0.20288915855441503
DEFAULT,_54km,2012-07-15 09:00:00,-0.23962992861156104,0.16177579227129119,-0.1858997190443956
ALPS,_54km,2012-07-15 10:00:00,-0.15405504359122976,0.23330033000060113,-0.21668050430195024
DEFAULT,_54km,2012-07-15 10:00:00,-0.21412569248172444,0.18667113090427412,-0.19437606134783428
