,CH-Dav_REF_GPP_WRF,IT-Lav_REF_GPP_WRF,IT-Ren_REF_GPP_WRF,AT-Neu_REF_GPP_WRF,IT-MBo_REF_GPP_WRF,CH-Dav_ALPS_GPP_WRF,IT-Lav_ALPS_GPP_WRF,IT-Ren_ALPS_GPP_WRF,AT-Neu_ALPS_GPP_WRF,IT-MBo_ALPS_GPP_WRF,CH-Dav_SITE_GPP_WRF,IT-Lav_SITE_GPP_WRF,IT-Ren_SITE_GPP_WRF,AT-Neu_SITE_GPP_WRF,IT-MBo_SITE_GPP_WRF,CH-Dav_REF_RECO_WRF,IT-Lav_REF_RECO_WRF,IT-Ren_REF_RECO_WRF,AT-Neu_REF_RECO_WRF,IT-MBo_REF_RECO_WRF,CH-Dav_ALPS_RECO_WRF,IT-Lav_ALPS_RECO_WRF,IT-Ren_ALPS_RECO_WRF,AT-Neu_ALPS_RECO_WRF,IT-MBo_ALPS_RECO_WRF,CH-Dav_SITE_RECO_WRF,IT-Lav_SITE_RECO_WRF,IT-Ren_SITE_RECO_WRF,AT-Neu_SITE_RECO_WRF,IT-MBo_SITE_RECO_WRF,CH-Dav_REF_T2_WRF,IT-Lav_REF_T2_WRF,IT-Ren_REF_T2_WRF,AT-Neu_REF_T2_WRF,IT-MBo_REF_T2_WRF,CH-Dav_ALPS_T2_WRF,IT-Lav_ALPS_T2_WRF,IT-Ren_ALPS_T2_WRF,AT-Neu_ALPS_T2_WRF,IT-MBo_ALPS_T2_WRF,CH-Dav_SITE_T2_WRF,IT-Lav_SITE_T2_WRF,IT-Ren_SITE_T2_WRF,AT-Neu_SITE_T2_WRF,IT-MBo_SITE_T2_WRF,CH-Dav_ALPS_GPP_recalc,IT-Lav_ALPS_GPP_recalc,IT-Ren_ALPS_GPP_recalc,AT-Neu_ALPS_GPP_recalc,IT-MBo_ALPS_GPP_recalc,CH-Dav_SITE_GPP_recalc,IT-Lav_SITE_GPP_recalc,IT-Ren_SITE_GPP_recalc,AT-Neu_SITE_GPP_recalc,IT-MBo_SITE_GPP_recalc,CH-Dav_ALPS_RECO_recalc,IT-Lav_ALPS_RECO_recalc,IT-Ren_ALPS_RECO_recalc,AT-Neu_ALPS_RECO_recalc,IT-MBo_ALPS_RECO_recalc,CH-Dav_SITE_RECO_recalc,IT-Lav_SITE_RECO_recalc,IT-Ren_SITE_RECO_recalc,AT-Neu_SITE_RECO_recalc,IT-MBo_SITE_RECO_recalc,CH-Dav_ALPS_NEE_recalc,IT-Lav_ALPS_NEE_recalc,IT-Ren_ALPS_NEE_recalc,AT-Neu_ALPS_NEE_recalc,IT-MBo_ALPS_NEE_recalc,CH-Dav_SITE_NEE_recalc,IT-Lav_SITE_NEE_recalc,IT-Ren_SITE_NEE_recalc,AT-Neu_SITE_NEE_recalc,IT-MBo_SITE_NEE_recalc
2012-01-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67544395,0.61171126,0.39406642,0.5680213,0.6990832,1.4862185,1.4407285,1.195992,1.4197093,1.9567182,1.3114656,0.8011478,1.242128,1.3884034,2.799004,272.08136,271.657,270.49512,273.36832,274.25916,272.08136,271.657,270.49512,273.36832,274.25916,272.08136,271.657,270.49512,273.36832,274.25916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4892092,1.4437273,1.1989534,1.4224123,1.9595716,1.1560081783905065,0.8753484932762721,0.43899972356928785,1.635528302438345,2.7985153657520265,1.4892092,1.4437273,1.1989534,1.4224123,1.9595716,1.1560081783905065,0.8753484932762721,0.43899972356928785,1.635528302438345,2.7985153657520265
2012-01-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79764616,0.39923888,0.8568171,0.548765,0.7225335,1.6167307,1.233813,1.6834532,1.3449056,2.0450795,1.5821165,0.43934172,1.725976,1.3113985,2.8806677,272.78256,270.47464,273.13074,273.14536,274.49686,272.78256,270.47464,273.13074,273.14536,274.49686,272.78256,270.47464,273.13074,273.14536,274.49686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6197215,1.236812,1.6864144,1.3476086,2.0479329,1.2592546472707689,0.740560139131476,1.2553299591401674,1.559925408904884,2.880103231020784,1.6197215,1.236812,1.6864144,1.3476086,2.0479329,1.2592546472707689,0.740560139131476,1.2553299591401674,1.559925408904884,2.880103231020784
2012-01-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79894376,0.7504786,0.78352314,0.4797838,0.63213724,1.6181167,1.5758663,1.6062453,1.0769393,1.7044647,1.5849904,1.0374461,1.6493403,1.035547,2.565873,272.79,272.42923,272.7133,272.34665,273.58057,272.79,272.42923,272.7133,272.34665,273.58057,272.79,272.42923,272.7133,272.34665,273.58057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6211075,1.5788652,1.6092066,1.0796423,1.7073182,1.2603510540430536,0.9633797887873169,1.126033246477784,1.2890961001781185,2.565598717643657,1.6211075,1.5788652,1.6092066,1.0796423,1.7073182,1.2603510540430536,0.9633797887873169,1.126033246477784,1.2890961001781185,2.565598717643657
2012-01-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927271,0.76026213,0.8602517,0.59253585,0.64848536,1.8250779,1.5853939,1.6870712,1.5149391,1.7660646,2.0141773,1.0541059,1.7295672,1.4864354,2.622803,273.90195,272.48367,273.1503,273.65216,273.74628,273.90195,272.48367,273.1503,273.65216,273.74628,273.90195,272.48367,273.1503,273.65216,273.74628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8280686,1.5883927,1.6900324,1.517642,1.768918,1.4240751407437209,0.9695862316892969,1.2613888225670689,1.7317755667080854,2.6224766362993703,1.8280686,1.5883927,1.6900324,1.517642,1.768918,1.4240751407437209,0.9695862316892969,1.2613888225670689,1.7317755667080854,2.6224766362993703
2012-01-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68274623,0.8792377,0.58590406,0.5766875,0.55015594,1.4940172,1.7012577,1.3980737,1.453374,1.3955574,1.3276385,1.256702,1.4427117,1.4230589,2.280382,272.12326,273.14575,271.58774,273.46866,272.74957,272.12326,273.14575,271.58774,273.46866,272.74957,272.12326,273.14575,271.58774,273.46866,272.74957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497008,1.7042565,1.4010348,1.456077,1.3984109,1.1621777132197966,1.0450620045359662,0.7774170204076023,1.669552708945055,2.280371143979737,1.497008,1.7042565,1.4010348,1.456077,1.3984109,1.1621777132197966,1.0450620045359662,0.7774170204076023,1.669552708945055,2.280371143979737
2012-01-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9779205,0.11640662,0.44671017,0.59410405,0.55137527,1.8092644,0.95837826,1.251447,1.5210311,1.400152,1.9813842,0.0,1.2971717,1.4927069,2.284628,273.817,268.90073,270.79495,273.67032,272.76193,273.817,268.90073,270.79495,273.67032,272.76193,273.817,268.90073,270.79495,273.67032,272.76193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8122551,0.9613771,1.2544082,1.5237341,1.4030054,1.4115653192107682,0.5611368845200856,0.5318676380299878,1.737932659734695,2.2846134196805785,1.8122551,0.9613771,1.2544082,1.5237341,1.4030054,1.4115653192107682,0.5611368845200856,0.5318676380299878,1.737932659734695,2.2846134196805785
2012-01-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971225,0.22257704,0.5803316,0.5582719,0.5939044,1.7229719,1.0617718,1.3922037,1.3818365,1.5604025,1.8024347,0.13851511,1.4368851,1.3494161,2.432731,273.35336,269.49155,271.556,273.25543,273.19302,273.35336,269.49155,271.556,273.25543,273.19302,273.35336,269.49155,271.556,273.25543,273.19302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7259626,1.0647707,1.3951648,1.3845395,1.563256,1.3433005172249153,0.6284893142187035,0.7675867271720678,1.5972508451182967,2.4325798062239685,1.7259626,1.0647707,1.3951648,1.3845395,1.563256,1.3433005172249153,0.6284893142187035,0.7675867271720678,1.5972508451182967,2.4325798062239685
2012-01-20 07:00:00,0.0,0.0,0.0,-9.763986e-05,0.0,0.0,0.0,0.0,-0.00014757694,0.0,0.0,0.0,0.0,-9.479789e-05,0.0,0.8319448,0.16626173,0.04426534,0.5798845,0.5630146,1.6533618,1.0069294,0.8275121,1.4657936,1.4440094,1.6580803,0.042619348,0.87637913,1.4358436,2.325161,272.97937,269.17816,268.5028,273.50568,272.8799,272.97937,269.17816,268.5028,273.50568,272.8799,272.97937,269.17816,268.5028,273.50568,272.8799,0.0,0.0,0.0,0.00029816965,0.0,0.0,0.0,0.0,0.00029816964961405595,0.0,1.6563526,1.0099282,0.8456019,1.4684964,1.4468627,1.2882330377398818,0.5927639991063529,0.0,1.6821049002749326,2.3251088218026754,1.6563526,1.0099282,0.8456019,1.4681983,1.4468627,1.2882330377398818,0.5927639991063529,0.0,1.6818067306253186,2.3251088218026754
2012-01-20 08:00:00,0.0,-0.33155543,0.0,-0.0040522176,-0.003976041,0.0,-0.45335212,0.0,-0.0057801134,-0.004907131,0.0,-0.34989205,0.0,-0.004120732,-0.0037709083,0.7550612,0.9742592,0.6059328,0.58795244,0.6130434,1.5712498,1.7937938,1.4191719,1.497134,1.6325188,1.4878002,1.418508,1.4636536,1.4681065,2.4993804,272.5382,273.67453,271.7018,273.5991,273.38702,272.5382,273.67453,271.7018,273.5991,273.38702,272.5382,273.67453,271.7018,273.5991,273.38702,0.0,0.7574147,0.0,0.010483766,0.00793344,0.0,0.5346726090091084,0.0,0.010483765722755447,0.007933439416911641,1.5742407,1.7967927,1.4221331,1.499837,1.6353722,1.2232754299523956,1.1053417333266662,0.8127493628253222,1.7137802981815744,2.4991678225949396,1.5742407,1.039378,1.4221331,1.4893533,1.6274387,1.2232754299523956,0.5706691243175578,0.8127493628253222,1.703296532458819,2.491234383178028
2012-01-20 09:00:00,0.0,-0.8682915,0.0,-0.015223209,-0.018271621,0.0,-1.1377537,0.0,-0.020696923,-0.021814197,0.0,-0.95417446,0.0,-0.016149469,-0.017932583,0.67926794,1.0523186,0.64534193,0.62900054,0.6641651,1.4903024,1.8698117,1.4606854,1.6565912,1.8251461,1.3199348,1.5514306,1.5048594,1.6322557,2.6774058,272.1033,274.10892,271.92627,274.07437,273.9052,272.1033,274.10892,271.92627,274.07437,273.9052,272.1033,274.10892,271.92627,274.07437,273.9052,0.0,1.7477993,0.0,0.033941604,0.03251067,0.0,1.422884876613237,0.0,0.03394160441646752,0.03251067082148478,1.4932932,1.8728105,1.4636467,1.659294,1.8279996,1.1592389835924437,1.1548610765255363,0.8822703308516272,1.8749409146461415,2.6770291593857345,1.4932932,0.12501122,1.4636467,1.6253524,1.795489,1.1592389835924437,-0.26802380008770066,0.8822703308516272,1.840999310229674,2.6445184885642496
