,GPP_1km,RECO_1km,T2_1km,SWDOWN_1km,GPP_9km,RECO_9km,T2_9km,SWDOWN_9km,GPP_54km,RECO_54km,T2_54km,SWDOWN_54km,GPP_CAMS,RECO_CAMS,T2_CAMS,SWDOWN_CAMS
2012-07-27 00:00:00,0.0,3.9985729329752058,14.75087550197133,0.0,0.0,3.5984106325403724,13.003260985631119,0.0,0.0,3.5567489284530365,13.09971764231408,0.0,0.0,2.712444268041944,18.933597415338642,0.0
2012-07-27 01:00:00,0.0,3.957307947883004,14.514119798799646,0.0,0.0,3.5463827701447403,12.715780618742464,0.0,0.0,3.5421014351370315,13.033030374203827,0.0,,,,
2012-07-27 02:00:00,0.0,3.927269151680889,14.346941155778802,0.0,0.0,3.5039023411276915,12.485900493801914,0.0,0.0,3.537755760346268,13.035851332357064,0.0,,,,
2012-07-27 03:00:00,0.0,3.900478888336802,14.213362970444273,0.0,0.0,3.4649367053445626,12.282746372303917,0.0,0.0,3.5106249397214992,12.877596577497105,0.0,0.0031123579483774565,2.505191249508592,16.397062425485387,0.0
2012-07-27 04:00:00,0.41646155722878825,3.879709396543407,14.118677675825651,3.351699113845825,0.4021243616829485,3.4417785839843558,12.143700846883338,3.4898096197405133,0.0,3.482402658770756,12.706472687451827,0.0,,,,
2012-07-27 05:00:00,11.115492326022368,4.080827340684059,15.264298535428077,140.96104431152344,10.782665313106454,3.7482043383798436,13.89600420625134,141.60228114484062,5.963829121952502,3.5851940759763883,13.287579136047151,65.43255479984873,,,,
2012-07-27 06:00:00,17.728007310400056,4.29748495041092,16.475598699082227,323.96820068359375,17.802319771387108,4.177160904527918,16.270163947544773,324.47592906043036,18.935790286669285,4.073150650862546,16.02970052711701,391.8577345842222,7.486106460948283,2.8637056597383057,19.288388889901494,78.38629070323336
2012-07-27 07:00:00,21.232722805552772,4.485641767540069,17.494621782986407,508.2772216796875,21.539383945469975,4.490187961522213,17.98511333186779,508.5321831115476,22.045043668568702,4.478959887103036,18.331862601309457,556.6645460956985,,,,
2012-07-27 08:00:00,23.140488126223865,4.665228829560804,18.44715308234893,674.98974609375,23.518048391346476,4.711722349336881,19.201506667010364,675.0163027703584,23.602070875753377,4.73222459980615,19.74715883698099,703.2452984320065,,,,
2012-07-27 09:00:00,24.11797553285881,4.843117762823277,19.381953792150345,809.949462890625,24.507292975104473,4.892947796615777,20.1969363171448,809.7941162839653,24.390506782480287,4.905054851874965,20.71209967042014,820.0823466956937,13.053243313039323,3.649905951939826,25.10322151946891,487.36180303433304
2012-07-27 10:00:00,24.475428163034113,5.01050384844944,20.25968432502786,902.3201293945312,24.87043392592043,5.044722933260922,21.02567621698716,901.1452120031439,24.54646095849353,5.040448444945786,21.45609463583876,876.088641331456,,,,
2012-07-27 11:00:00,24.40332859059923,5.15555601135841,21.022664431306158,944.179443359375,24.807740800907855,5.164143977369775,21.672894433937415,937.4642381369526,24.4489108026748,5.1643171313524325,22.150135609631224,902.6729073451376,,,,
2012-07-27 12:00:00,24.017346446438136,5.270126960826482,21.628301515545353,932.2288818359375,24.396296599959758,5.252373421202047,22.144250591700086,915.4830307386185,23.925822714136757,5.2022682669285105,22.35153024325249,866.0005889914038,12.773415534784993,4.033253888601533,27.70589924245419,797.6956601843258
2012-07-27 13:00:00,23.362115403043028,5.343228264415352,22.014709577366393,866.7252807617188,23.744254838960746,5.303105221219264,22.407651451695173,841.5526886030646,23.284704375820553,5.26770728457911,22.706045506460516,801.4780550307992,,,,
2012-07-27 14:00:00,22.423755374532593,5.369384855850826,22.148916024397252,752.72314453125,22.628905956188788,5.308217809373142,22.421453416628456,723.1242140259114,22.00920578987395,5.208960448711575,22.359808741820757,673.7575643204377,,,,
2012-07-27 15:00:00,21.11647833531066,5.336236538969742,21.948888078215653,599.6860961914062,21.059768143844266,5.2441202453485944,22.036030544797786,568.4754270233533,20.658433628916264,5.165105321154137,22.08507150021917,561.2358052474677,10.615254347450806,4.165134242299196,27.275150226013867,650.9669751979346
2012-07-27 16:00:00,19.042239742433665,5.248055248373379,21.4098971870788,424.0483703613281,18.564932029046112,5.121437322855811,21.29648091771765,396.1123230994901,19.225662856614775,5.086840766025365,21.614980468389245,427.43224812474267,,,,
2012-07-27 17:00:00,15.116852168225277,5.083087502376558,20.495622131288172,243.3308868408203,14.271722678488437,4.894421789624043,20.01501565685711,218.87366057590094,12.55618698433455,4.939434664298166,20.80481263422,172.91959420332157,,,,
2012-07-27 18:00:00,7.685271138986302,4.8140830644447,19.069473371311705,81.95235443115234,7.612749260349732,4.578752970511996,18.258942040024255,78.95604377754434,5.015130901875575,4.610929952815987,19.014553085148517,47.47712985788354,2.3182951138694436,3.7248102898031274,24.03730226896208,254.25581131246713
2012-07-27 19:00:00,0.0,4.576303075596,17.75897341191735,0.0,0.0,4.236473374323395,16.387344940823798,0.0,0.0,4.320498933131127,17.377007188216307,0.0,,,,
2012-07-27 20:00:00,0.0,4.464908673530231,17.18364441981388,0.0,0.0,4.1166685167159764,15.763871616301358,0.0,0.0,4.165184886219481,16.495385119579392,0.0,,,,
2012-07-27 21:00:00,0.0,4.392685190800044,16.80417484854868,0.0,0.0,4.0352980754856,15.337234168513874,0.0,0.0,4.05555404599604,15.874218468991119,0.0,0.0,3.1329192350545774,20.021593832717663,8.542044056428482
2012-07-27 22:00:00,0.0,4.327244974822379,16.457647070387,0.0,0.0,3.9625039406807363,14.934032671684008,0.0,0.0,3.9825596871982896,15.461624918991346,0.0,,,,
2012-07-27 23:00:00,0.0,4.277219860456893,16.193781485498942,0.0,0.0,3.9103511999228813,14.655795053535156,0.0,0.0,3.9265975339367314,15.137328651790561,0.0,,,,
