datetime,dT_calc_mean_9km,dT_model_mean_9km,dGPP_calc_mean_9km,dGPP_model_mean_9km,dGPP_real_mean_9km,dRECO_calc_mean_9km,dRECO_model_mean_9km,dRECO_real_mean_9km,dT_calc_mean_54km,dT_model_mean_54km,dGPP_calc_mean_54km,dGPP_model_mean_54km,dGPP_real_mean_54km,dRECO_calc_mean_54km,dRECO_model_mean_54km,dRECO_real_mean_54km
2012-01-20 00:00:00,-0.6689740326055422,-4.3003633251748825,0.0,0.0,0.0,-0.07827479448300094,-0.5760752904250872,-0.5533788975246116,-1.1091435477174358,-4.291030946582433,0.0,0.0,0.0,-0.1273026028905807,-0.6023695468081987,-0.6219311340987873
2012-01-20 01:00:00,-0.6617169425233881,-4.382232179032996,0.0,0.0,0.0,-0.08707586493250996,-0.5872015810021353,-0.6000441362333635,-0.9406934022700532,-4.1592642601500165,0.0,0.0,0.0,-0.11705933543097959,-0.5705471271653744,-0.6425395178738498
2012-01-20 02:00:00,-0.9290438555975031,-3.7749246193544708,0.0,0.0,0.0,-0.11547717520425534,-0.4949387217177719,-0.555757533218062,-1.2837082360007546,-4.521603030758304,0.0,0.0,0.0,-0.14588236565604298,-0.5871552693595625,-0.6747649721369413
2012-01-20 03:00:00,-0.6621052366241696,-4.0107787124753935,0.0,0.0,0.0,-0.08299457788183863,-0.5531803080066433,-0.5870648594353143,-1.1900474556750202,-4.979258379598302,0.0,0.0,0.0,-0.13889202390517186,-0.6748604183205645,-0.7978933355877093
2012-01-20 04:00:00,-0.8454476954297319,-3.8271958886123283,0.0,0.0,0.0,-0.10039234490007866,-0.5394990922592076,-0.6584806248941396,-1.1985601925268408,-5.073168312631002,0.0,0.0,0.0,-0.139183064170466,-0.718856382084646,-0.9088458747140115
2012-01-20 05:00:00,-1.3243530142015025,-4.818626157699093,0.0,0.0,0.0,-0.18642007157569088,-0.6978001360880407,-0.7508992043361868,-2.2777235833180103,-6.099695133257516,0.0,0.0,0.0,-0.3137776913515255,-0.8838694963227013,-1.0176246545552872
2012-01-20 06:00:00,-1.3382248903910319,-4.4938016060071115,0.0,0.0,0.0,-0.18179145558187693,-0.6305759278002808,-0.6692331542316665,-2.554362477620443,-5.790076818221655,0.0,0.0,0.0,-0.3475679221929847,-0.7991869485422953,-0.9337162354868701
2012-01-20 07:00:00,-1.0067200877977456,-5.046105094577955,4.73724576471869e-06,-0.0007522042861708669,-0.0007270489409925857,-0.13048154015891839,-0.7144553823383039,-0.7775275663937925,-2.2494920101995053,-4.871164736540421,0.00010345974768693907,-0.001503978159402101,0.016741354271121646,-0.30122320263389474,-0.6848318614059478,-0.8514114929512502
2012-01-20 08:00:00,-0.8920306072235107,-3.2339956821539464,-0.036641341396706634,-0.1775087749304359,-0.1807631478031986,-0.12127885343864984,-0.45535907562353417,-0.6042432964629258,-2.0477461267869423,-4.675118609752239,-0.10584331335864486,-0.2745884767375459,-0.2368067740638927,-0.27771711591888687,-0.6608221724657805,-0.8641437697682921
2012-01-20 09:00:00,-0.7837845909954749,-1.3662857160176316,-0.057162739142358275,-0.11522557741141365,-0.14202056079535905,-0.10032724187359628,-0.19981882715188679,-0.3343112912642538,-1.906044492543538,-3.9545130920410156,-0.1767132061776918,-0.36959071687949235,-0.33232270075149006,-0.24670068154021862,-0.5494629173907625,-0.740968143636209
2012-01-20 10:00:00,-0.8035240968918418,-0.5034039012888536,-0.06094166271731888,-0.02891012343259677,-0.03926788425874086,-0.09233158354677827,-0.0814029173924599,-0.17667077456141111,-1.8368439582291682,-3.1046697877122167,-0.18705410294593347,-0.3283618629651336,-0.29903272734958625,-0.21682473699499533,-0.41346031853764165,-0.5801711486365424
2012-01-20 11:00:00,-0.9178018901077581,-0.3198995037468112,-0.08140145658156422,-0.00507935620744122,-0.006067683518473522,-0.10313318377425565,-0.047594567105446975,-0.10741512059170644,-2.0206720452729394,-3.068507824068755,-0.21658526230700176,-0.3454532013689039,-0.2926114498639105,-0.2398995439175559,-0.4001339501488871,-0.5362862965780578
2012-01-20 12:00:00,-0.7615966772932693,-0.9992387811786032,-0.06425045226973625,-0.10470894347999496,-0.042610372471413346,-0.08252921867646039,-0.12162959149208293,-0.16225769909942006,-2.126351891330236,-2.9936977108046925,-0.2393976267975814,-0.3265719445952911,-0.17325314257430036,-0.25716015788518237,-0.38387650998246925,-0.4542560325309776
2012-01-20 13:00:00,-0.8579523384675426,-1.5930492961175553,-0.08290101134284578,-0.17437224843500415,-0.11991225869201506,-0.09875548692418462,-0.19991840997892432,-0.2168095611983959,-2.252581053698988,-3.2369439286184094,-0.24889648449706786,-0.3553678158790456,-0.2098940183906464,-0.2748184719484358,-0.4177828673468316,-0.46295671309868874
2012-01-20 14:00:00,-0.8963808416576462,-2.0715078785550642,-0.07201155138244979,-0.2030229359439075,-0.16874167571161194,-0.1041842518361027,-0.27041425865076063,-0.2871018660610321,-2.4658094770969194,-3.9925144051868164,-0.23230458599923934,-0.37942140846221456,-0.26123406610767314,-0.30590499632089957,-0.5251851114192501,-0.5375103120744735
2012-01-20 15:00:00,-1.2726207890986945,-3.1620971505467264,-0.06253753483504332,-0.1906916964474676,-0.19638942173363047,-0.15520479301211668,-0.4255246665396112,-0.4388972770911919,-2.7869477779450422,-5.656058608687858,-0.1615383165323744,-0.35382538681758663,-0.28188267351029433,-0.347435611582984,-0.7463325966415321,-0.7720158127723339
