,name,dist,hgt_wrf,lat_wrf,lon_wrf,pft,veg_frac_idx
0,CH-Dav_ALPS,19.529397230576144,1697.1921,46.748276,10.09297,1,0.94336575
1,IT-Lav_ALPS,11.376463226504287,1347.064,46.058395,11.2883005,1,0.99910724
2,IT-Ren_ALPS,13.114360627847446,1730.7949,46.6324,11.275308,1,0.9482592
3,AT-Neu_ALPS,14.584057451688833,963.8265,47.235687,11.236329,7,0.6022579
4,IT-MBo_ALPS,0.37080796326867455,1639.3721,46.013306,11.041438,7,0.90899163
